t,cx,cy,theta,Vc_x,Vc_y,omega
2.59500,0.338507,0.563809,-0.309832,-8.413431e-02,1.030657e-01,-1.235524e-01
2.59750,0.338296,0.564067,-0.310140,-8.404527e-02,1.032063e-01,-1.233565e-01
2.60000,0.338087,0.564325,-0.310448,-8.395662e-02,1.033469e-01,-1.231601e-01
2.60250,0.337877,0.564584,-0.310756,-8.386830e-02,1.034876e-01,-1.229634e-01
2.60500,0.337667,0.564843,-0.311063,-8.378027e-02,1.036285e-01,-1.227665e-01
2.60750,0.337458,0.565102,-0.311369,-8.369246e-02,1.037695e-01,-1.225694e-01
2.61000,0.337249,0.565362,-0.311675,-8.360478e-02,1.039109e-01,-1.223719e-01
2.61250,0.337040,0.565622,-0.311980,-8.351722e-02,1.040527e-01,-1.221741e-01
2.61500,0.336832,0.565883,-0.312285,-8.342967e-02,1.041950e-01,-1.219758e-01
2.61750,0.336623,0.566143,-0.312590,-8.334208e-02,1.043378e-01,-1.217774e-01
2.62000,0.336415,0.566405,-0.312894,-8.325440e-02,1.044813e-01,-1.215791e-01
2.62250,0.336207,0.566666,-0.313197,-8.316660e-02,1.046253e-01,-1.213808e-01
2.62500,0.336000,0.566928,-0.313500,-8.307863e-02,1.047700e-01,-1.211828e-01
2.62750,0.335792,0.567190,-0.313803,-8.299042e-02,1.049154e-01,-1.209853e-01
2.63000,0.335585,0.567453,-0.314105,-8.290187e-02,1.050612e-01,-1.207882e-01
2.63250,0.335378,0.567716,-0.314406,-8.281293e-02,1.052074e-01,-1.205919e-01
2.63500,0.335171,0.567979,-0.314707,-8.272357e-02,1.053538e-01,-1.203964e-01
2.63750,0.334965,0.568243,-0.315008,-8.263370e-02,1.055003e-01,-1.202019e-01
2.64000,0.334758,0.568507,-0.315308,-8.254327e-02,1.056468e-01,-1.200087e-01
2.64250,0.334552,0.568772,-0.315607,-8.245223e-02,1.057930e-01,-1.198169e-01
2.64500,0.334346,0.569037,-0.315906,-8.236050e-02,1.059388e-01,-1.196270e-01
2.64750,0.334140,0.569302,-0.316205,-8.226809e-02,1.060842e-01,-1.194392e-01
2.65000,0.333935,0.569567,-0.316503,-8.217495e-02,1.062289e-01,-1.192535e-01
2.65250,0.333730,0.569833,-0.316801,-8.208108e-02,1.063729e-01,-1.190700e-01
2.65500,0.333525,0.570100,-0.317098,-8.198642e-02,1.065161e-01,-1.188886e-01
2.65750,0.333320,0.570366,-0.317395,-8.189096e-02,1.066586e-01,-1.187093e-01
2.66000,0.333116,0.570633,-0.317691,-8.179466e-02,1.068001e-01,-1.185321e-01
2.66250,0.332911,0.570901,-0.317987,-8.169754e-02,1.069407e-01,-1.183568e-01
2.66500,0.332707,0.571168,-0.318282,-8.159951e-02,1.070805e-01,-1.181836e-01
2.66750,0.332504,0.571436,-0.318577,-8.150053e-02,1.072193e-01,-1.180124e-01
2.67000,0.332300,0.571705,-0.318872,-8.140058e-02,1.073573e-01,-1.178437e-01
2.67250,0.332097,0.571974,-0.319166,-8.129968e-02,1.074945e-01,-1.176775e-01
2.67500,0.331894,0.572243,-0.319460,-8.119785e-02,1.076310e-01,-1.175138e-01
2.67750,0.331691,0.572512,-0.319753,-8.109508e-02,1.077668e-01,-1.173525e-01
2.68000,0.331489,0.572782,-0.320046,-8.099141e-02,1.079020e-01,-1.171937e-01
2.68250,0.331286,0.573052,-0.320339,-8.088686e-02,1.080365e-01,-1.170374e-01
2.68500,0.331085,0.573322,-0.320631,-8.078149e-02,1.081706e-01,-1.168833e-01
2.68750,0.330883,0.573593,-0.320923,-8.067536e-02,1.083041e-01,-1.167310e-01
2.69000,0.330681,0.573864,-0.321214,-8.056863e-02,1.084372e-01,-1.165805e-01
2.69250,0.330480,0.574136,-0.321505,-8.046138e-02,1.085697e-01,-1.164317e-01
2.69500,0.330279,0.574407,-0.321796,-8.035368e-02,1.087019e-01,-1.162847e-01
2.69750,0.330079,0.574679,-0.322086,-8.024567e-02,1.088334e-01,-1.161389e-01
2.70000,0.329878,0.574952,-0.322376,-8.013739e-02,1.089646e-01,-1.159944e-01
2.70250,0.329678,0.575225,-0.322666,-8.002897e-02,1.090954e-01,-1.158507e-01
2.70500,0.329479,0.575498,-0.322955,-7.992044e-02,1.092258e-01,-1.157073e-01
2.70750,0.329279,0.575771,-0.323244,-7.981191e-02,1.093560e-01,-1.155638e-01
2.71000,0.329080,0.576045,-0.323533,-7.970347e-02,1.094859e-01,-1.154203e-01
2.71250,0.328881,0.576319,-0.323821,-7.959521e-02,1.096158e-01,-1.152764e-01
2.71500,0.328682,0.576593,-0.324109,-7.948721e-02,1.097455e-01,-1.151324e-01
2.71750,0.328484,0.576868,-0.324396,-7.937954e-02,1.098753e-01,-1.149879e-01
2.72000,0.328285,0.577143,-0.324683,-7.927226e-02,1.100051e-01,-1.148429e-01
2.72250,0.328087,0.577418,-0.324970,-7.916538e-02,1.101352e-01,-1.146976e-01
2.72500,0.327890,0.577694,-0.325257,-7.905896e-02,1.102655e-01,-1.145521e-01
2.72750,0.327692,0.577970,-0.325543,-7.895304e-02,1.103961e-01,-1.144067e-01
2.73000,0.327495,0.578246,-0.325828,-7.884764e-02,1.105271e-01,-1.142612e-01
2.73250,0.327298,0.578523,-0.326113,-7.874272e-02,1.106585e-01,-1.141155e-01
2.73500,0.327102,0.578800,-0.326398,-7.863832e-02,1.107904e-01,-1.139694e-01
2.73750,0.326906,0.579077,-0.326683,-7.853435e-02,1.109229e-01,-1.138226e-01
2.74000,0.326709,0.579355,-0.326967,-7.843083e-02,1.110562e-01,-1.136750e-01
2.74250,0.326514,0.579633,-0.327251,-7.832772e-02,1.111903e-01,-1.135269e-01
2.74500,0.326318,0.579911,-0.327534,-7.822499e-02,1.113253e-01,-1.133785e-01
2.74750,0.326123,0.580190,-0.327818,-7.812261e-02,1.114612e-01,-1.132295e-01
2.75000,0.325928,0.580469,-0.328100,-7.802055e-02,1.115983e-01,-1.130802e-01
2.75250,0.325733,0.580748,-0.328383,-7.791881e-02,1.117364e-01,-1.129304e-01
2.75500,0.325538,0.581028,-0.328664,-7.781739e-02,1.118757e-01,-1.127802e-01
2.75750,0.325344,0.581308,-0.328946,-7.771633e-02,1.120163e-01,-1.126299e-01
2.76000,0.325150,0.581588,-0.329227,-7.761569e-02,1.121581e-01,-1.124793e-01
2.76250,0.324956,0.581869,-0.329508,-7.751547e-02,1.123012e-01,-1.123287e-01
2.76500,0.324763,0.582150,-0.329789,-7.741572e-02,1.124454e-01,-1.121783e-01
2.76750,0.324569,0.582432,-0.330069,-7.731634e-02,1.125908e-01,-1.120281e-01
2.77000,0.324376,0.582713,-0.330348,-7.721730e-02,1.127372e-01,-1.118781e-01
2.77250,0.324184,0.582996,-0.330628,-7.711858e-02,1.128845e-01,-1.117284e-01
2.77500,0.323991,0.583278,-0.330907,-7.702011e-02,1.130324e-01,-1.115791e-01
2.77750,0.323799,0.583561,-0.331185,-7.692184e-02,1.131807e-01,-1.114309e-01
2.78000,0.323607,0.583844,-0.331463,-7.682379e-02,1.133292e-01,-1.112843e-01
2.78250,0.323415,0.584128,-0.331741,-7.672593e-02,1.134777e-01,-1.111397e-01
2.78500,0.323223,0.584412,-0.332019,-7.662823e-02,1.136260e-01,-1.109975e-01
2.78750,0.323032,0.584697,-0.332296,-7.653067e-02,1.137737e-01,-1.108580e-01
2.79000,0.322841,0.584981,-0.332573,-7.643326e-02,1.139207e-01,-1.107219e-01
2.79250,0.322650,0.585267,-0.332849,-7.633603e-02,1.140669e-01,-1.105896e-01
2.79500,0.322459,0.585552,-0.333125,-7.623891e-02,1.142122e-01,-1.104616e-01
2.79750,0.322269,0.585838,-0.333401,-7.614189e-02,1.143564e-01,-1.103380e-01
2.80000,0.322079,0.586124,-0.333677,-7.604489e-02,1.144994e-01,-1.102185e-01
2.80250,0.321889,0.586411,-0.333952,-7.594793e-02,1.146411e-01,-1.101031e-01
2.80500,0.321700,0.586698,-0.334227,-7.585095e-02,1.147814e-01,-1.099916e-01
2.80750,0.321510,0.586985,-0.334502,-7.575397e-02,1.149202e-01,-1.098836e-01
2.81000,0.321321,0.587273,-0.334776,-7.565694e-02,1.150574e-01,-1.097787e-01
2.81250,0.321132,0.587561,-0.335050,-7.555981e-02,1.151930e-01,-1.096764e-01
2.81500,0.320943,0.587849,-0.335324,-7.546252e-02,1.153270e-01,-1.095766e-01
2.81750,0.320755,0.588138,-0.335598,-7.536506e-02,1.154594e-01,-1.094787e-01
2.82000,0.320567,0.588427,-0.335871,-7.526743e-02,1.155902e-01,-1.093829e-01
2.82250,0.320379,0.588716,-0.336145,-7.516960e-02,1.157194e-01,-1.092890e-01
2.82500,0.320191,0.589006,-0.336418,-7.507160e-02,1.158469e-01,-1.091970e-01
2.82750,0.320004,0.589296,-0.336690,-7.497345e-02,1.159729e-01,-1.091068e-01
2.83000,0.319817,0.589586,-0.336963,-7.487526e-02,1.160974e-01,-1.090180e-01
2.83250,0.319630,0.589876,-0.337235,-7.477698e-02,1.162204e-01,-1.089303e-01
2.83500,0.319443,0.590167,-0.337507,-7.467865e-02,1.163419e-01,-1.088435e-01
2.83750,0.319257,0.590458,-0.337779,-7.458023e-02,1.164620e-01,-1.087570e-01
2.84000,0.319070,0.590750,-0.338051,-7.448173e-02,1.165808e-01,-1.086707e-01
2.84250,0.318884,0.591042,-0.338322,-7.438311e-02,1.166983e-01,-1.085844e-01
2.84500,0.318699,0.591334,-0.338594,-7.428434e-02,1.168147e-01,-1.084979e-01
2.84750,0.318513,0.591626,-0.338865,-7.418541e-02,1.169302e-01,-1.084111e-01
2.85000,0.318328,0.591918,-0.339135,-7.408631e-02,1.170449e-01,-1.083240e-01
2.85250,0.318143,0.592211,-0.339406,-7.398701e-02,1.171589e-01,-1.082362e-01
2.85500,0.317958,0.592505,-0.339676,-7.388745e-02,1.172725e-01,-1.081478e-01
2.85750,0.317774,0.592798,-0.339947,-7.378757e-02,1.173856e-01,-1.080586e-01
2.86000,0.317590,0.593092,-0.340216,-7.368733e-02,1.174985e-01,-1.079689e-01
2.86250,0.317406,0.593386,-0.340486,-7.358670e-02,1.176113e-01,-1.078783e-01
2.86500,0.317222,0.593680,-0.340756,-7.348559e-02,1.177242e-01,-1.077869e-01
2.86750,0.317038,0.593975,-0.341025,-7.338391e-02,1.178373e-01,-1.076944e-01
2.87000,0.316855,0.594270,-0.341294,-7.328157e-02,1.179508e-01,-1.076007e-01
2.87250,0.316672,0.594565,-0.341563,-7.317851e-02,1.180648e-01,-1.075058e-01
2.87500,0.316490,0.594860,-0.341831,-7.307471e-02,1.181794e-01,-1.074095e-01
2.87750,0.316307,0.595156,-0.342099,-7.297016e-02,1.182946e-01,-1.073113e-01
2.88000,0.316125,0.595452,-0.342367,-7.286484e-02,1.184107e-01,-1.072114e-01
2.88250,0.315943,0.595748,-0.342635,-7.275872e-02,1.185277e-01,-1.071095e-01
2.88500,0.315762,0.596045,-0.342903,-7.265191e-02,1.186459e-01,-1.070059e-01
2.88750,0.315580,0.596342,-0.343170,-7.254436e-02,1.187652e-01,-1.069005e-01
2.89000,0.315399,0.596639,-0.343437,-7.243603e-02,1.188858e-01,-1.067936e-01
2.89250,0.315218,0.596937,-0.343704,-7.232695e-02,1.190081e-01,-1.066854e-01
2.89500,0.315038,0.597234,-0.343970,-7.221712e-02,1.191318e-01,-1.065762e-01
2.89750,0.314857,0.597533,-0.344236,-7.210649e-02,1.192574e-01,-1.064662e-01
2.90000,0.314677,0.597831,-0.344502,-7.199510e-02,1.193846e-01,-1.063556e-01
2.90250,0.314498,0.598130,-0.344768,-7.188300e-02,1.195135e-01,-1.062446e-01
2.90500,0.314318,0.598429,-0.345033,-7.177020e-02,1.196441e-01,-1.061336e-01
2.90750,0.314139,0.598728,-0.345298,-7.165670e-02,1.197761e-01,-1.060227e-01
2.91000,0.313960,0.599028,-0.345563,-7.154259e-02,1.199094e-01,-1.059130e-01
2.91250,0.313782,0.599328,-0.345827,-7.142789e-02,1.200437e-01,-1.058050e-01
2.91500,0.313603,0.599629,-0.346092,-7.131258e-02,1.201789e-01,-1.056998e-01
2.91750,0.313425,0.599929,-0.346356,-7.119671e-02,1.203149e-01,-1.055979e-01
2.92000,0.313248,0.600231,-0.346619,-7.108035e-02,1.204512e-01,-1.054995e-01
2.92250,0.313070,0.600532,-0.346883,-7.096358e-02,1.205878e-01,-1.054046e-01
2.92500,0.312893,0.600834,-0.347146,-7.084642e-02,1.207245e-01,-1.053135e-01
2.92750,0.312716,0.601136,-0.347409,-7.072894e-02,1.208611e-01,-1.052264e-01
2.93000,0.312540,0.601438,-0.347672,-7.061116e-02,1.209974e-01,-1.051432e-01
2.93250,0.312364,0.601741,-0.347935,-7.049321e-02,1.211332e-01,-1.050638e-01
2.93500,0.312188,0.602044,-0.348197,-7.037517e-02,1.212685e-01,-1.049880e-01
2.93750,0.312012,0.602348,-0.348460,-7.025717e-02,1.214031e-01,-1.049156e-01
2.94000,0.311837,0.602652,-0.348722,-7.013929e-02,1.215370e-01,-1.048463e-01
2.94250,0.311662,0.602956,-0.348984,-7.002158e-02,1.216702e-01,-1.047806e-01
2.94500,0.311487,0.603261,-0.349245,-6.990419e-02,1.218026e-01,-1.047184e-01
2.94750,0.311312,0.603565,-0.349507,-6.978719e-02,1.219341e-01,-1.046597e-01
2.95000,0.311138,0.603871,-0.349769,-6.967070e-02,1.220648e-01,-1.046043e-01
2.95250,0.310964,0.604176,-0.350030,-6.955479e-02,1.221946e-01,-1.045523e-01
2.95500,0.310791,0.604482,-0.350291,-6.943951e-02,1.223234e-01,-1.045035e-01
2.95750,0.310617,0.604788,-0.350552,-6.932488e-02,1.224512e-01,-1.044579e-01
2.96000,0.310444,0.605094,-0.350813,-6.921094e-02,1.225780e-01,-1.044156e-01
2.96250,0.310272,0.605401,-0.351074,-6.909768e-02,1.227038e-01,-1.043769e-01
2.96500,0.310099,0.605708,-0.351335,-6.898516e-02,1.228286e-01,-1.043412e-01
2.96750,0.309927,0.606016,-0.351596,-6.887337e-02,1.229524e-01,-1.043085e-01
2.97000,0.309755,0.606323,-0.351857,-6.876234e-02,1.230752e-01,-1.042786e-01
2.97250,0.309584,0.606631,-0.352117,-6.865200e-02,1.231970e-01,-1.042513e-01
2.97500,0.309412,0.606940,-0.352378,-6.854236e-02,1.233181e-01,-1.042264e-01
2.97750,0.309241,0.607248,-0.352638,-6.843337e-02,1.234385e-01,-1.042039e-01
2.98000,0.309070,0.607557,-0.352899,-6.832502e-02,1.235582e-01,-1.041834e-01
2.98250,0.308900,0.607866,-0.353159,-6.821724e-02,1.236774e-01,-1.041650e-01
2.98500,0.308729,0.608176,-0.353420,-6.810992e-02,1.237962e-01,-1.041486e-01
2.98750,0.308559,0.608486,-0.353680,-6.800298e-02,1.239148e-01,-1.041338e-01
2.99000,0.308390,0.608796,-0.353940,-6.789642e-02,1.240331e-01,-1.041204e-01
2.99250,0.308220,0.609106,-0.354201,-6.779016e-02,1.241514e-01,-1.041083e-01
2.99500,0.308051,0.609417,-0.354461,-6.768423e-02,1.242696e-01,-1.040970e-01
2.99750,0.307882,0.609728,-0.354721,-6.757856e-02,1.243879e-01,-1.040867e-01
3.00000,0.307713,0.610039,-0.354981,-6.747317e-02,1.245063e-01,-1.040771e-01
3.00250,0.307545,0.610350,-0.355241,-6.736803e-02,1.246249e-01,-1.040682e-01
3.00500,0.307377,0.610662,-0.355502,-6.726310e-02,1.247438e-01,-1.040601e-01
3.00750,0.307209,0.610974,-0.355762,-6.715835e-02,1.248632e-01,-1.040526e-01
3.01000,0.307041,0.611287,-0.356022,-6.705371e-02,1.249830e-01,-1.040453e-01
3.01250,0.306874,0.611600,-0.356282,-6.694906e-02,1.251036e-01,-1.040384e-01
3.01500,0.306707,0.611913,-0.356542,-6.684434e-02,1.252248e-01,-1.040315e-01
3.01750,0.306540,0.612226,-0.356802,-6.673947e-02,1.253468e-01,-1.040248e-01
3.02000,0.306373,0.612540,-0.357062,-6.663432e-02,1.254697e-01,-1.040181e-01
3.02250,0.306207,0.612854,-0.357322,-6.652885e-02,1.255934e-01,-1.040115e-01
3.02500,0.306041,0.613168,-0.357582,-6.642299e-02,1.257180e-01,-1.040045e-01
3.02750,0.305875,0.613483,-0.357842,-6.631671e-02,1.258435e-01,-1.039973e-01
3.03000,0.305710,0.613798,-0.358102,-6.620987e-02,1.259697e-01,-1.039893e-01
3.03250,0.305544,0.614113,-0.358362,-6.610257e-02,1.260966e-01,-1.039803e-01
3.03500,0.305379,0.614428,-0.358622,-6.599469e-02,1.262239e-01,-1.039703e-01
3.03750,0.305215,0.614744,-0.358882,-6.588627e-02,1.263515e-01,-1.039601e-01
3.04000,0.305050,0.615061,-0.359142,-6.577730e-02,1.264791e-01,-1.039504e-01
3.04250,0.304886,0.615377,-0.359402,-6.566780e-02,1.266066e-01,-1.039416e-01
3.04500,0.304722,0.615694,-0.359661,-6.555774e-02,1.267336e-01,-1.039345e-01
3.04750,0.304559,0.616011,-0.359921,-6.544712e-02,1.268599e-01,-1.039292e-01
3.05000,0.304395,0.616328,-0.360181,-6.533596e-02,1.269853e-01,-1.039265e-01
3.05250,0.304232,0.616646,-0.360441,-6.522430e-02,1.271095e-01,-1.039263e-01
3.05500,0.304069,0.616964,-0.360701,-6.511217e-02,1.272324e-01,-1.039284e-01
3.05750,0.303907,0.617283,-0.360961,-6.499960e-02,1.273539e-01,-1.039325e-01
3.06000,0.303745,0.617601,-0.361220,-6.488664e-02,1.274739e-01,-1.039384e-01
3.06250,0.303583,0.617920,-0.361480,-6.477326e-02,1.275923e-01,-1.039462e-01
3.06500,0.303421,0.618240,-0.361740,-6.465955e-02,1.277090e-01,-1.039557e-01
3.06750,0.303260,0.618559,-0.362000,-6.454552e-02,1.278241e-01,-1.039669e-01
3.07000,0.303099,0.618879,-0.362260,-6.443123e-02,1.279375e-01,-1.039795e-01
3.07250,0.302938,0.619199,-0.362520,-6.431670e-02,1.280494e-01,-1.039939e-01
3.07500,0.302777,0.619520,-0.362780,-6.420188e-02,1.281598e-01,-1.040100e-01
3.07750,0.302617,0.619840,-0.363040,-6.408682e-02,1.282686e-01,-1.040278e-01
3.08000,0.302457,0.620161,-0.363300,-6.397159e-02,1.283761e-01,-1.040469e-01
3.08250,0.302298,0.620482,-0.363560,-6.385619e-02,1.284824e-01,-1.040670e-01
3.08500,0.302138,0.620804,-0.363821,-6.374065e-02,1.285874e-01,-1.040884e-01
3.08750,0.301979,0.621126,-0.364081,-6.362490e-02,1.286912e-01,-1.041113e-01
3.09000,0.301820,0.621448,-0.364341,-6.350906e-02,1.287940e-01,-1.041358e-01
3.09250,0.301662,0.621770,-0.364602,-6.339306e-02,1.288958e-01,-1.041622e-01
3.09500,0.301504,0.622092,-0.364862,-6.327685e-02,1.289968e-01,-1.041907e-01
3.09750,0.301346,0.622415,-0.365123,-6.316046e-02,1.290970e-01,-1.042210e-01
3.10000,0.301188,0.622738,-0.365383,-6.304383e-02,1.291968e-01,-1.042528e-01
3.10250,0.301031,0.623061,-0.365644,-6.292702e-02,1.292961e-01,-1.042858e-01
3.10500,0.300874,0.623385,-0.365905,-6.281005e-02,1.293950e-01,-1.043193e-01
3.10750,0.300717,0.623708,-0.366166,-6.269288e-02,1.294937e-01,-1.043530e-01
3.11000,0.300561,0.624032,-0.366427,-6.257542e-02,1.295922e-01,-1.043870e-01
3.11250,0.300405,0.624357,-0.366688,-6.245768e-02,1.296909e-01,-1.044213e-01
3.11500,0.300249,0.624681,-0.366949,-6.233967e-02,1.297898e-01,-1.044557e-01
3.11750,0.300093,0.625006,-0.367210,-6.222132e-02,1.298890e-01,-1.044902e-01
3.12000,0.299938,0.625331,-0.367471,-6.210255e-02,1.299887e-01,-1.045249e-01
3.12250,0.299783,0.625656,-0.367733,-6.198331e-02,1.300890e-01,-1.045593e-01
3.12500,0.299628,0.625982,-0.367994,-6.186351e-02,1.301900e-01,-1.045935e-01
3.12750,0.299474,0.626307,-0.368256,-6.174314e-02,1.302920e-01,-1.046273e-01
3.13000,0.299320,0.626633,-0.368517,-6.162205e-02,1.303952e-01,-1.046607e-01
3.13250,0.299166,0.626960,-0.368779,-6.150014e-02,1.304995e-01,-1.046938e-01
3.13500,0.299013,0.627286,-0.369041,-6.137736e-02,1.306053e-01,-1.047265e-01
3.13750,0.298860,0.627613,-0.369303,-6.125378e-02,1.307126e-01,-1.047587e-01
3.14000,0.298707,0.627940,-0.369565,-6.112935e-02,1.308215e-01,-1.047903e-01
3.14250,0.298554,0.628267,-0.369827,-6.100403e-02,1.309321e-01,-1.048208e-01
3.14500,0.298402,0.628595,-0.370089,-6.087772e-02,1.310445e-01,-1.048504e-01
3.14750,0.298250,0.628923,-0.370351,-6.075047e-02,1.311586e-01,-1.048790e-01
3.15000,0.298099,0.629251,-0.370614,-6.062219e-02,1.312746e-01,-1.049074e-01
3.15250,0.297947,0.629579,-0.370876,-6.049293e-02,1.313923e-01,-1.049355e-01
3.15500,0.297796,0.629908,-0.371138,-6.036262e-02,1.315116e-01,-1.049640e-01
3.15750,0.297646,0.630237,-0.371401,-6.023132e-02,1.316322e-01,-1.049931e-01
3.16000,0.297496,0.630567,-0.371663,-6.009906e-02,1.317540e-01,-1.050239e-01
3.16250,0.297346,0.630896,-0.371926,-5.996600e-02,1.318766e-01,-1.050567e-01
3.16500,0.297196,0.631226,-0.372189,-5.983224e-02,1.319996e-01,-1.050914e-01
3.16750,0.297047,0.631557,-0.372451,-5.969802e-02,1.321228e-01,-1.051278e-01
3.17000,0.296898,0.631887,-0.372714,-5.956338e-02,1.322458e-01,-1.051668e-01
3.17250,0.296749,0.632218,-0.372977,-5.942842e-02,1.323686e-01,-1.052089e-01
3.17500,0.296601,0.632549,-0.373241,-5.929326e-02,1.324908e-01,-1.052546e-01
3.17750,0.296453,0.632881,-0.373504,-5.915800e-02,1.326122e-01,-1.053040e-01
3.18000,0.296306,0.633213,-0.373767,-5.902273e-02,1.327326e-01,-1.053570e-01
3.18250,0.296158,0.633545,-0.374031,-5.888749e-02,1.328521e-01,-1.054139e-01
3.18500,0.296012,0.633877,-0.374294,-5.875242e-02,1.329703e-01,-1.054741e-01
3.18750,0.295865,0.634210,-0.374558,-5.861757e-02,1.330873e-01,-1.055375e-01
3.19000,0.295719,0.634543,-0.374822,-5.848299e-02,1.332030e-01,-1.056037e-01
3.19250,0.295573,0.634876,-0.375086,-5.834873e-02,1.333174e-01,-1.056727e-01
3.19500,0.295427,0.635210,-0.375351,-5.821491e-02,1.334305e-01,-1.057441e-01
3.19750,0.295282,0.635544,-0.375615,-5.808144e-02,1.335423e-01,-1.058183e-01
3.20000,0.295137,0.635878,-0.375880,-5.794828e-02,1.336527e-01,-1.058954e-01
3.20250,0.294993,0.636212,-0.376145,-5.781548e-02,1.337618e-01,-1.059761e-01
3.20500,0.294849,0.636547,-0.376410,-5.768299e-02,1.338697e-01,-1.060605e-01
3.20750,0.294705,0.636882,-0.376676,-5.755072e-02,1.339762e-01,-1.061492e-01
3.21000,0.294561,0.637217,-0.376941,-5.741867e-02,1.340816e-01,-1.062420e-01
3.21250,0.294418,0.637553,-0.377207,-5.728680e-02,1.341858e-01,-1.063390e-01
3.21500,0.294275,0.637888,-0.377473,-5.715513e-02,1.342890e-01,-1.064407e-01
3.21750,0.294133,0.638224,-0.377740,-5.702357e-02,1.343912e-01,-1.065475e-01
3.22000,0.293990,0.638561,-0.378006,-5.689213e-02,1.344927e-01,-1.066595e-01
3.22250,0.293848,0.638897,-0.378273,-5.676075e-02,1.345937e-01,-1.067775e-01
3.22500,0.293707,0.639234,-0.378540,-5.662944e-02,1.346941e-01,-1.069011e-01
3.22750,0.293566,0.639571,-0.378808,-5.649815e-02,1.347941e-01,-1.070301e-01
3.23000,0.293425,0.639908,-0.379076,-5.636675e-02,1.348938e-01,-1.071642e-01
3.23250,0.293284,0.640245,-0.379344,-5.623525e-02,1.349935e-01,-1.073030e-01
3.23500,0.293144,0.640583,-0.379613,-5.610356e-02,1.350932e-01,-1.074465e-01
3.23750,0.293004,0.640921,-0.379882,-5.597162e-02,1.351931e-01,-1.075941e-01
3.24000,0.292864,0.641259,-0.380151,-5.583939e-02,1.352932e-01,-1.077457e-01
3.24250,0.292725,0.641598,-0.380421,-5.570678e-02,1.353938e-01,-1.079014e-01
3.24500,0.292586,0.641937,-0.380691,-5.557380e-02,1.354947e-01,-1.080607e-01
3.24750,0.292447,0.642276,-0.380962,-5.544034e-02,1.355961e-01,-1.082232e-01
3.25000,0.292309,0.642615,-0.381232,-5.530643e-02,1.356982e-01,-1.083879e-01
3.25250,0.292171,0.642954,-0.381504,-5.517206e-02,1.358012e-01,-1.085545e-01
3.25500,0.292034,0.643294,-0.381776,-5.503718e-02,1.359049e-01,-1.087222e-01
3.25750,0.291896,0.643634,-0.382048,-5.490174e-02,1.360096e-01,-1.088904e-01
3.26000,0.291760,0.643974,-0.382321,-5.476568e-02,1.361154e-01,-1.090595e-01
3.26250,0.291623,0.644315,-0.382594,-5.462900e-02,1.362223e-01,-1.092296e-01
3.26500,0.291487,0.644656,-0.382867,-5.449169e-02,1.363303e-01,-1.094003e-01
3.26750,0.291351,0.644997,-0.383141,-5.435375e-02,1.364392e-01,-1.095714e-01
3.27000,0.291215,0.645338,-0.383415,-5.421523e-02,1.365491e-01,-1.097429e-01
3.27250,0.291080,0.645680,-0.383690,-5.407609e-02,1.366598e-01,-1.099149e-01
3.27500,0.290945,0.646022,-0.383965,-5.393632e-02,1.367707e-01,-1.100877e-01
3.27750,0.290811,0.646364,-0.384241,-5.379599e-02,1.368818e-01,-1.102619e-01
3.28000,0.290677,0.646707,-0.384517,-5.365506e-02,1.369927e-01,-1.104380e-01
3.28250,0.290543,0.647049,-0.384794,-5.351359e-02,1.371031e-01,-1.106162e-01
3.28500,0.290409,0.647392,-0.385071,-5.337171e-02,1.372128e-01,-1.107958e-01
3.28750,0.290276,0.647736,-0.385348,-5.322946e-02,1.373216e-01,-1.109767e-01
3.29000,0.290144,0.648079,-0.385626,-5.308688e-02,1.374293e-01,-1.111586e-01
3.29250,0.290011,0.648423,-0.385904,-5.294403e-02,1.375355e-01,-1.113410e-01
3.29500,0.289879,0.648767,-0.386183,-5.280106e-02,1.376401e-01,-1.115233e-01
3.29750,0.289748,0.649112,-0.386462,-5.265796e-02,1.377432e-01,-1.117051e-01
3.30000,0.289616,0.649456,-0.386742,-5.251489e-02,1.378443e-01,-1.118860e-01
3.30250,0.289485,0.649801,-0.387022,-5.237173e-02,1.379436e-01,-1.120661e-01
3.30500,0.289355,0.650146,-0.387303,-5.222861e-02,1.380410e-01,-1.122456e-01
3.30750,0.289225,0.650491,-0.387584,-5.208559e-02,1.381364e-01,-1.124246e-01
3.31000,0.289095,0.650837,-0.387866,-5.194264e-02,1.382298e-01,-1.126032e-01
3.31250,0.288965,0.651183,-0.388147,-5.179962e-02,1.383213e-01,-1.127817e-01
3.31500,0.288836,0.651529,-0.388430,-5.165652e-02,1.384109e-01,-1.129603e-01
3.31750,0.288707,0.651875,-0.388713,-5.151330e-02,1.384988e-01,-1.131400e-01
3.32000,0.288579,0.652222,-0.388996,-5.136980e-02,1.385853e-01,-1.133223e-01
3.32250,0.288451,0.652568,-0.389280,-5.122592e-02,1.386703e-01,-1.135087e-01
3.32500,0.288323,0.652915,-0.389564,-5.108176e-02,1.387540e-01,-1.136996e-01
3.32750,0.288196,0.653262,-0.389849,-5.093727e-02,1.388366e-01,-1.138957e-01
3.33000,0.288069,0.653609,-0.390134,-5.079229e-02,1.389184e-01,-1.140975e-01
3.33250,0.287942,0.653957,-0.390420,-5.064671e-02,1.389993e-01,-1.143052e-01
3.33500,0.287816,0.654305,-0.390706,-5.050063e-02,1.390796e-01,-1.145181e-01
