t,cx,cy,theta,Fx,Fy,Mz,Cx,Cy,Cm
7.65000,0.586069,0.536561,-1.011912,3.316346e-02,1.091379e-02,5.707900e-03,-0.1658,-0.0546,-0.0713
7.65250,0.585757,0.536383,-1.011981,3.314084e-02,1.069785e-02,5.706922e-03,-0.1657,-0.0535,-0.0713
7.65500,0.585444,0.536207,-1.012050,3.311710e-02,1.048010e-02,5.704348e-03,-0.1656,-0.0524,-0.0713
7.65750,0.585132,0.536031,-1.012119,3.309405e-02,1.025887e-02,5.701045e-03,-0.1655,-0.0513,-0.0713
7.66000,0.584819,0.535856,-1.012187,3.307248e-02,1.003365e-02,5.696580e-03,-0.1654,-0.0502,-0.0712
7.66250,0.584506,0.535681,-1.012256,3.305315e-02,9.803484e-03,5.690528e-03,-0.1653,-0.0490,-0.0711
7.66500,0.584193,0.535508,-1.012324,3.303238e-02,9.573355e-03,5.683454e-03,-0.1652,-0.0479,-0.0710
7.66750,0.583880,0.535335,-1.012392,3.301647e-02,9.344527e-03,5.675343e-03,-0.1651,-0.0467,-0.0709
7.67000,0.583566,0.535162,-1.012460,3.300955e-02,9.120834e-03,5.666384e-03,-0.1650,-0.0456,-0.0708
7.67250,0.583252,0.534991,-1.012528,3.301602e-02,8.900749e-03,5.656158e-03,-0.1651,-0.0445,-0.0707
7.67500,0.582938,0.534820,-1.012595,3.303330e-02,8.692075e-03,5.644659e-03,-0.1652,-0.0435,-0.0706
7.67750,0.582624,0.534649,-1.012663,3.306029e-02,8.499680e-03,5.632099e-03,-0.1653,-0.0425,-0.0704
7.68000,0.582310,0.534480,-1.012730,3.309345e-02,8.325949e-03,5.618308e-03,-0.1655,-0.0416,-0.0702
7.68250,0.581995,0.534311,-1.012798,3.313804e-02,8.175219e-03,5.604086e-03,-0.1657,-0.0409,-0.0701
7.68500,0.581680,0.534143,-1.012865,3.319560e-02,8.047023e-03,5.590206e-03,-0.1660,-0.0402,-0.0699
7.68750,0.581365,0.533975,-1.012932,3.326740e-02,7.943178e-03,5.575846e-03,-0.1663,-0.0397,-0.0697
7.69000,0.581050,0.533808,-1.012999,3.335159e-02,7.863230e-03,5.561869e-03,-0.1668,-0.0393,-0.0695
7.69250,0.580735,0.533642,-1.013066,3.344665e-02,7.802056e-03,5.548426e-03,-0.1672,-0.0390,-0.0694
7.69500,0.580420,0.533477,-1.013133,3.354829e-02,7.760869e-03,5.535656e-03,-0.1677,-0.0388,-0.0692
7.69750,0.580104,0.533312,-1.013200,3.365705e-02,7.740086e-03,5.522884e-03,-0.1683,-0.0387,-0.0690
7.70000,0.579788,0.533148,-1.013267,3.376798e-02,7.737415e-03,5.510464e-03,-0.1688,-0.0387,-0.0689
7.70250,0.579472,0.532984,-1.013334,3.388020e-02,7.750918e-03,5.498585e-03,-0.1694,-0.0388,-0.0687
7.70500,0.579156,0.532822,-1.013401,3.398751e-02,7.781936e-03,5.487056e-03,-0.1699,-0.0389,-0.0686
7.70750,0.578840,0.532660,-1.013468,3.409053e-02,7.823052e-03,5.476309e-03,-0.1705,-0.0391,-0.0685
7.71000,0.578523,0.532499,-1.013534,3.418737e-02,7.870692e-03,5.466249e-03,-0.1709,-0.0394,-0.0683
7.71250,0.578207,0.532338,-1.013601,3.427560e-02,7.922164e-03,5.456915e-03,-0.1714,-0.0396,-0.0682
7.71500,0.577890,0.532178,-1.013668,3.435605e-02,7.975169e-03,5.449551e-03,-0.1718,-0.0399,-0.0681
7.71750,0.577573,0.532019,-1.013734,3.442882e-02,8.027021e-03,5.444447e-03,-0.1721,-0.0401,-0.0681
7.72000,0.577256,0.531861,-1.013801,3.449604e-02,8.071766e-03,5.441330e-03,-0.1725,-0.0404,-0.0680
7.72250,0.576939,0.531703,-1.013868,3.455537e-02,8.109005e-03,5.440393e-03,-0.1728,-0.0405,-0.0680
7.72500,0.576622,0.531546,-1.013934,3.460260e-02,8.132855e-03,5.440972e-03,-0.1730,-0.0407,-0.0680
7.72750,0.576304,0.531390,-1.014000,3.463654e-02,8.144395e-03,5.442184e-03,-0.1732,-0.0407,-0.0680
7.73000,0.575987,0.531234,-1.014067,3.465682e-02,8.139779e-03,5.444056e-03,-0.1733,-0.0407,-0.0681
7.73250,0.575669,0.531079,-1.014133,3.466545e-02,8.119610e-03,5.446379e-03,-0.1733,-0.0406,-0.0681
7.73500,0.575351,0.530925,-1.014199,3.466108e-02,8.075291e-03,5.449962e-03,-0.1733,-0.0404,-0.0681
7.73750,0.575033,0.530772,-1.014265,3.464224e-02,8.009448e-03,5.454639e-03,-0.1732,-0.0400,-0.0682
7.74000,0.574715,0.530619,-1.014331,3.461146e-02,7.919249e-03,5.460023e-03,-0.1731,-0.0396,-0.0683
7.74250,0.574397,0.530467,-1.014397,3.456999e-02,7.816665e-03,5.465575e-03,-0.1728,-0.0391,-0.0683
7.74500,0.574078,0.530316,-1.014463,3.451820e-02,7.696753e-03,5.471709e-03,-0.1726,-0.0385,-0.0684
7.74750,0.573760,0.530165,-1.014529,3.445976e-02,7.564503e-03,5.478721e-03,-0.1723,-0.0378,-0.0685
7.75000,0.573441,0.530015,-1.014594,3.439577e-02,7.416295e-03,5.486465e-03,-0.1720,-0.0371,-0.0686
7.75250,0.573122,0.529866,-1.014660,3.433088e-02,7.250025e-03,5.495016e-03,-0.1717,-0.0363,-0.0687
7.75500,0.572803,0.529718,-1.014725,3.426434e-02,7.059783e-03,5.504110e-03,-0.1713,-0.0353,-0.0688
7.75750,0.572484,0.529570,-1.014791,3.419965e-02,6.851594e-03,5.513274e-03,-0.1710,-0.0343,-0.0689
7.76000,0.572165,0.529423,-1.014856,3.413499e-02,6.629855e-03,5.522871e-03,-0.1707,-0.0331,-0.0690
7.76250,0.571846,0.529277,-1.014921,3.406957e-02,6.398023e-03,5.532794e-03,-0.1703,-0.0320,-0.0692
7.76500,0.571526,0.529131,-1.014986,3.400504e-02,6.161329e-03,5.542830e-03,-0.1700,-0.0308,-0.0693
7.76750,0.571207,0.528986,-1.015051,3.394365e-02,5.929660e-03,5.551854e-03,-0.1697,-0.0296,-0.0694
7.77000,0.570887,0.528842,-1.015116,3.388699e-02,5.690032e-03,5.560628e-03,-0.1694,-0.0285,-0.0695
7.77250,0.570567,0.528698,-1.015181,3.383806e-02,5.457083e-03,5.568097e-03,-0.1692,-0.0273,-0.0696
7.77500,0.570247,0.528555,-1.015245,3.379464e-02,5.230219e-03,5.574453e-03,-0.1690,-0.0262,-0.0697
7.77750,0.569927,0.528413,-1.015310,3.376128e-02,5.013293e-03,5.578827e-03,-0.1688,-0.0251,-0.0697
7.78000,0.569607,0.528272,-1.015374,3.373777e-02,4.802175e-03,5.581449e-03,-0.1687,-0.0240,-0.0698
7.78250,0.569286,0.528131,-1.015438,3.372387e-02,4.594062e-03,5.582596e-03,-0.1686,-0.0230,-0.0698
7.78500,0.568966,0.527991,-1.015502,3.371874e-02,4.387418e-03,5.581936e-03,-0.1686,-0.0219,-0.0698
7.78750,0.568645,0.527851,-1.015565,3.372464e-02,4.186832e-03,5.580124e-03,-0.1686,-0.0209,-0.0698
7.79000,0.568324,0.527712,-1.015629,3.374635e-02,3.994817e-03,5.576864e-03,-0.1687,-0.0200,-0.0697
7.79250,0.568004,0.527574,-1.015692,3.378012e-02,3.812249e-03,5.572372e-03,-0.1689,-0.0191,-0.0697
7.79500,0.567683,0.527436,-1.015756,3.382978e-02,3.633792e-03,5.566044e-03,-0.1691,-0.0182,-0.0696
7.79750,0.567361,0.527300,-1.015819,3.389371e-02,3.462260e-03,5.558099e-03,-0.1695,-0.0173,-0.0695
7.80000,0.567040,0.527163,-1.015882,3.397238e-02,3.303300e-03,5.548153e-03,-0.1699,-0.0165,-0.0694
7.80250,0.566719,0.527028,-1.015945,3.406641e-02,3.163235e-03,5.536528e-03,-0.1703,-0.0158,-0.0692
7.80500,0.566397,0.526893,-1.016008,3.417142e-02,3.045686e-03,5.523499e-03,-0.1709,-0.0152,-0.0690
7.80750,0.566076,0.526759,-1.016070,3.428332e-02,2.944781e-03,5.510195e-03,-0.1714,-0.0147,-0.0689
7.81000,0.565754,0.526625,-1.016133,3.440456e-02,2.859046e-03,5.496608e-03,-0.1720,-0.0143,-0.0687
7.81250,0.565433,0.526492,-1.016196,3.452381e-02,2.787561e-03,5.483339e-03,-0.1726,-0.0139,-0.0685
7.81500,0.565111,0.526360,-1.016258,3.463867e-02,2.723509e-03,5.470823e-03,-0.1732,-0.0136,-0.0684
7.81750,0.564789,0.526228,-1.016321,3.474084e-02,2.671748e-03,5.459479e-03,-0.1737,-0.0134,-0.0682
7.82000,0.564467,0.526097,-1.016383,3.482287e-02,2.629847e-03,5.449454e-03,-0.1741,-0.0131,-0.0681
7.82250,0.564145,0.525967,-1.016446,3.488332e-02,2.596832e-03,5.440812e-03,-0.1744,-0.0130,-0.0680
7.82500,0.563822,0.525837,-1.016508,3.492089e-02,2.570997e-03,5.434217e-03,-0.1746,-0.0129,-0.0679
7.82750,0.563500,0.525708,-1.016571,3.493989e-02,2.555777e-03,5.429250e-03,-0.1747,-0.0128,-0.0679
7.83000,0.563178,0.525580,-1.016633,3.493839e-02,2.545289e-03,5.425703e-03,-0.1747,-0.0127,-0.0678
7.83250,0.562855,0.525452,-1.016695,3.492114e-02,2.536739e-03,5.424050e-03,-0.1746,-0.0127,-0.0678
7.83500,0.562533,0.525325,-1.016758,3.489383e-02,2.534838e-03,5.423167e-03,-0.1745,-0.0127,-0.0678
7.83750,0.562210,0.525199,-1.016820,3.486233e-02,2.538469e-03,5.423517e-03,-0.1743,-0.0127,-0.0678
7.84000,0.561888,0.525074,-1.016882,3.482767e-02,2.547008e-03,5.424400e-03,-0.1741,-0.0127,-0.0678
7.84250,0.561565,0.524949,-1.016944,3.478990e-02,2.554088e-03,5.426490e-03,-0.1739,-0.0128,-0.0678
7.84500,0.561242,0.524824,-1.017007,3.475686e-02,2.558994e-03,5.428835e-03,-0.1738,-0.0128,-0.0679
7.84750,0.560919,0.524701,-1.017069,3.472628e-02,2.564258e-03,5.431236e-03,-0.1736,-0.0128,-0.0679
7.85000,0.560596,0.524578,-1.017131,3.469689e-02,2.566773e-03,5.434013e-03,-0.1735,-0.0128,-0.0679
7.85250,0.560273,0.524456,-1.017193,3.467006e-02,2.567439e-03,5.436998e-03,-0.1734,-0.0128,-0.0680
7.85500,0.559950,0.524334,-1.017255,3.464601e-02,2.565773e-03,5.440255e-03,-0.1732,-0.0128,-0.0680
7.85750,0.559627,0.524213,-1.017317,3.462765e-02,2.555462e-03,5.443908e-03,-0.1731,-0.0128,-0.0680
7.86000,0.559303,0.524093,-1.017379,3.461064e-02,2.535313e-03,5.448673e-03,-0.1731,-0.0127,-0.0681
7.86250,0.558980,0.523973,-1.017441,3.459496e-02,2.506287e-03,5.454611e-03,-0.1730,-0.0125,-0.0682
7.86500,0.558656,0.523855,-1.017503,3.458606e-02,2.471925e-03,5.460390e-03,-0.1729,-0.0124,-0.0683
7.86750,0.558333,0.523736,-1.017565,3.458419e-02,2.433939e-03,5.466358e-03,-0.1729,-0.0122,-0.0683
7.87000,0.558009,0.523619,-1.017626,3.459240e-02,2.386352e-03,5.472773e-03,-0.1730,-0.0119,-0.0684
7.87250,0.557685,0.523502,-1.017688,3.460815e-02,2.329930e-03,5.479411e-03,-0.1730,-0.0116,-0.0685
7.87500,0.557362,0.523386,-1.017750,3.462812e-02,2.253881e-03,5.486327e-03,-0.1731,-0.0113,-0.0686
7.87750,0.557038,0.523271,-1.017811,3.464821e-02,2.159230e-03,5.494020e-03,-0.1732,-0.0108,-0.0687
7.88000,0.556714,0.523156,-1.017873,3.466824e-02,2.042070e-03,5.502318e-03,-0.1733,-0.0102,-0.0688
7.88250,0.556390,0.523042,-1.017934,3.468460e-02,1.904245e-03,5.511568e-03,-0.1734,-0.0095,-0.0689
7.88500,0.556066,0.522928,-1.017995,3.469177e-02,1.749441e-03,5.521749e-03,-0.1735,-0.0087,-0.0690
7.88750,0.555742,0.522816,-1.018057,3.469163e-02,1.577175e-03,5.532679e-03,-0.1735,-0.0079,-0.0692
7.89000,0.555418,0.522703,-1.018118,3.468340e-02,1.389839e-03,5.544231e-03,-0.1734,-0.0069,-0.0693
7.89250,0.555093,0.522592,-1.018179,3.466884e-02,1.184508e-03,5.556208e-03,-0.1733,-0.0059,-0.0695
7.89500,0.554769,0.522481,-1.018239,3.464883e-02,9.675720e-04,5.568031e-03,-0.1732,-0.0048,-0.0696
7.89750,0.554445,0.522371,-1.018300,3.462450e-02,7.416267e-04,5.579612e-03,-0.1731,-0.0037,-0.0697
7.90000,0.554120,0.522262,-1.018361,3.460091e-02,5.123542e-04,5.589840e-03,-0.1730,-0.0026,-0.0699
7.90250,0.553796,0.522153,-1.018421,3.457935e-02,2.784949e-04,5.598720e-03,-0.1729,-0.0014,-0.0700
7.90500,0.553471,0.522045,-1.018481,3.456055e-02,3.858387e-05,5.606212e-03,-0.1728,-0.0002,-0.0701
7.90750,0.553147,0.521937,-1.018541,3.455098e-02,-1.977192e-04,5.612796e-03,-0.1728,0.0010,-0.0702
7.91000,0.552822,0.521830,-1.018601,3.455323e-02,-4.295467e-04,5.617633e-03,-0.1728,0.0021,-0.0702
7.91250,0.552497,0.521724,-1.018661,3.456736e-02,-6.535992e-04,5.620634e-03,-0.1728,0.0033,-0.0703
7.91500,0.552173,0.521619,-1.018721,3.459315e-02,-8.696412e-04,5.622105e-03,-0.1730,0.0043,-0.0703
7.91750,0.551848,0.521514,-1.018780,3.462671e-02,-1.077574e-03,5.622069e-03,-0.1731,0.0054,-0.0703
7.92000,0.551523,0.521409,-1.018840,3.467289e-02,-1.272150e-03,5.620228e-03,-0.1734,0.0064,-0.0703
7.92250,0.551198,0.521306,-1.018899,3.473584e-02,-1.443247e-03,5.616516e-03,-0.1737,0.0072,-0.0702
7.92500,0.550873,0.521203,-1.018958,3.481096e-02,-1.590831e-03,5.610696e-03,-0.1741,0.0080,-0.0701
7.92750,0.550548,0.521100,-1.019018,3.489529e-02,-1.707942e-03,5.603248e-03,-0.1745,0.0085,-0.0700
7.93000,0.550223,0.520998,-1.019077,3.498833e-02,-1.805300e-03,5.595138e-03,-0.1749,0.0090,-0.0699
7.93250,0.549898,0.520897,-1.019136,3.508917e-02,-1.884169e-03,5.586780e-03,-0.1754,0.0094,-0.0698
7.93500,0.549573,0.520797,-1.019195,3.519271e-02,-1.949288e-03,5.578601e-03,-0.1760,0.0097,-0.0697
7.93750,0.549248,0.520697,-1.019254,3.529489e-02,-1.998117e-03,5.570939e-03,-0.1765,0.0100,-0.0696
7.94000,0.548922,0.520597,-1.019312,3.539038e-02,-2.027326e-03,5.563626e-03,-0.1770,0.0101,-0.0695
7.94250,0.548597,0.520499,-1.019371,3.547423e-02,-2.043468e-03,5.556592e-03,-0.1774,0.0102,-0.0695
7.94500,0.548272,0.520401,-1.019430,3.555273e-02,-2.041758e-03,5.549705e-03,-0.1778,0.0102,-0.0694
7.94750,0.547947,0.520303,-1.019489,3.562753e-02,-2.025462e-03,5.542770e-03,-0.1781,0.0101,-0.0693
7.95000,0.547621,0.520207,-1.019547,3.570052e-02,-1.992174e-03,5.536381e-03,-0.1785,0.0100,-0.0692
7.95250,0.547296,0.520111,-1.019606,3.577024e-02,-1.944207e-03,5.530350e-03,-0.1789,0.0097,-0.0691
7.95500,0.546971,0.520015,-1.019665,3.584238e-02,-1.883112e-03,5.524711e-03,-0.1792,0.0094,-0.0691
7.95750,0.546645,0.519920,-1.019723,3.591535e-02,-1.809763e-03,5.519315e-03,-0.1796,0.0090,-0.0690
7.96000,0.546320,0.519826,-1.019782,3.599034e-02,-1.726265e-03,5.514144e-03,-0.1800,0.0086,-0.0689
7.96250,0.545995,0.519733,-1.019841,3.606242e-02,-1.638365e-03,5.509823e-03,-0.1803,0.0082,-0.0689
7.96500,0.545669,0.519640,-1.019899,3.613012e-02,-1.554051e-03,5.506395e-03,-0.1807,0.0078,-0.0688
7.96750,0.545344,0.519548,-1.019958,3.619660e-02,-1.472876e-03,5.503411e-03,-0.1810,0.0074,-0.0688
7.97000,0.545018,0.519456,-1.020016,3.625767e-02,-1.399560e-03,5.501923e-03,-0.1813,0.0070,-0.0688
7.97250,0.544693,0.519365,-1.020075,3.631190e-02,-1.332385e-03,5.501211e-03,-0.1816,0.0067,-0.0688
7.97500,0.544367,0.519275,-1.020133,3.635761e-02,-1.278456e-03,5.502049e-03,-0.1818,0.0064,-0.0688
7.97750,0.544042,0.519186,-1.020192,3.639448e-02,-1.236914e-03,5.503552e-03,-0.1820,0.0062,-0.0688
7.98000,0.543716,0.519097,-1.020250,3.641711e-02,-1.212385e-03,5.506999e-03,-0.1821,0.0061,-0.0688
7.98250,0.543391,0.519008,-1.020308,3.642462e-02,-1.205215e-03,5.512534e-03,-0.1821,0.0060,-0.0689
7.98500,0.543066,0.518921,-1.020367,3.642096e-02,-1.222026e-03,5.520103e-03,-0.1821,0.0061,-0.0690
7.98750,0.542740,0.518834,-1.020425,3.640823e-02,-1.251903e-03,5.528928e-03,-0.1820,0.0063,-0.0691
7.99000,0.542415,0.518748,-1.020483,3.638817e-02,-1.302037e-03,5.538990e-03,-0.1819,0.0065,-0.0692
7.99250,0.542089,0.518662,-1.020541,3.636011e-02,-1.375510e-03,5.550329e-03,-0.1818,0.0069,-0.0694
7.99500,0.541764,0.518577,-1.020599,3.632299e-02,-1.473682e-03,5.562460e-03,-0.1816,0.0074,-0.0695
7.99750,0.541438,0.518493,-1.020657,3.627451e-02,-1.597013e-03,5.575765e-03,-0.1814,0.0080,-0.0697
8.00000,0.541113,0.518410,-1.020715,3.621596e-02,-1.742073e-03,5.590681e-03,-0.1811,0.0087,-0.0699
8.00250,0.540787,0.518327,-1.020773,3.614794e-02,-1.911034e-03,5.606647e-03,-0.1807,0.0096,-0.0701
8.00500,0.540462,0.518244,-1.020831,3.607145e-02,-2.098235e-03,5.623965e-03,-0.1804,0.0105,-0.0703
8.00750,0.540136,0.518163,-1.020888,3.598837e-02,-2.299554e-03,5.641716e-03,-0.1799,0.0115,-0.0705
8.01000,0.539811,0.518082,-1.020946,3.590215e-02,-2.515781e-03,5.660079e-03,-0.1795,0.0126,-0.0708
8.01250,0.539485,0.518002,-1.021003,3.581062e-02,-2.743679e-03,5.678359e-03,-0.1791,0.0137,-0.0710
8.01500,0.539160,0.517922,-1.021060,3.571832e-02,-2.981721e-03,5.696121e-03,-0.1786,0.0149,-0.0712
8.01750,0.538834,0.517843,-1.021118,3.563182e-02,-3.224801e-03,5.712228e-03,-0.1782,0.0161,-0.0714
8.02000,0.538509,0.517764,-1.021174,3.555313e-02,-3.469060e-03,5.726739e-03,-0.1778,0.0173,-0.0716
8.02250,0.538183,0.517687,-1.021231,3.548832e-02,-3.712671e-03,5.738825e-03,-0.1774,0.0186,-0.0717
8.02500,0.537858,0.517609,-1.021288,3.543974e-02,-3.953938e-03,5.749386e-03,-0.1772,0.0198,-0.0719
8.02750,0.537532,0.517533,-1.021345,3.540455e-02,-4.190582e-03,5.758273e-03,-0.1770,0.0210,-0.0720
8.03000,0.537206,0.517457,-1.021401,3.538974e-02,-4.420695e-03,5.765470e-03,-0.1769,0.0221,-0.0721
8.03250,0.536881,0.517382,-1.021458,3.539529e-02,-4.640425e-03,5.770908e-03,-0.1770,0.0232,-0.0721
8.03500,0.536555,0.517307,-1.021514,3.542015e-02,-4.850275e-03,5.775125e-03,-0.1771,0.0243,-0.0722
8.03750,0.536230,0.517233,-1.021570,3.546145e-02,-5.046127e-03,5.778082e-03,-0.1773,0.0252,-0.0722
8.04000,0.535904,0.517159,-1.021626,3.552571e-02,-5.222152e-03,5.779693e-03,-0.1776,0.0261,-0.0722
8.04250,0.535579,0.517086,-1.021682,3.561299e-02,-5.373629e-03,5.778986e-03,-0.1781,0.0269,-0.0722
8.04500,0.535253,0.517014,-1.021738,3.572103e-02,-5.498691e-03,5.776109e-03,-0.1786,0.0275,-0.0722
8.04750,0.534927,0.516943,-1.021794,3.584490e-02,-5.593421e-03,5.770919e-03,-0.1792,0.0280,-0.0721
8.05000,0.534602,0.516872,-1.021850,3.598503e-02,-5.664612e-03,5.764131e-03,-0.1799,0.0283,-0.0721
8.05250,0.534276,0.516801,-1.021906,3.613368e-02,-5.718738e-03,5.756638e-03,-0.1807,0.0286,-0.0720
8.05500,0.533951,0.516731,-1.021961,3.629004e-02,-5.761512e-03,5.748870e-03,-0.1815,0.0288,-0.0719
8.05750,0.533625,0.516662,-1.022017,3.644169e-02,-5.790775e-03,5.741680e-03,-0.1822,0.0290,-0.0718
8.06000,0.533300,0.516593,-1.022073,3.658403e-02,-5.805952e-03,5.734515e-03,-0.1829,0.0290,-0.0717
8.06250,0.532974,0.516525,-1.022128,3.671088e-02,-5.810840e-03,5.727840e-03,-0.1836,0.0291,-0.0716
8.06500,0.532649,0.516458,-1.022184,3.682363e-02,-5.806336e-03,5.721708e-03,-0.1841,0.0290,-0.0715
8.06750,0.532324,0.516391,-1.022239,3.692711e-02,-5.786171e-03,5.716002e-03,-0.1846,0.0289,-0.0715
8.07000,0.531998,0.516325,-1.022295,3.701735e-02,-5.755808e-03,5.710843e-03,-0.1851,0.0288,-0.0714
8.07250,0.531673,0.516260,-1.022351,3.709752e-02,-5.711754e-03,5.706366e-03,-0.1855,0.0286,-0.0713
8.07500,0.531348,0.516195,-1.022406,3.716773e-02,-5.660817e-03,5.702704e-03,-0.1858,0.0283,-0.0713
8.07750,0.531022,0.516130,-1.022462,3.722641e-02,-5.604639e-03,5.699797e-03,-0.1861,0.0280,-0.0712
8.08000,0.530697,0.516067,-1.022517,3.727356e-02,-5.545755e-03,5.697694e-03,-0.1864,0.0277,-0.0712
8.08250,0.530372,0.516004,-1.022573,3.730466e-02,-5.487410e-03,5.696166e-03,-0.1865,0.0274,-0.0712
8.08500,0.530047,0.515941,-1.022628,3.732016e-02,-5.434301e-03,5.695750e-03,-0.1866,0.0272,-0.0712
8.08750,0.529722,0.515880,-1.022684,3.732486e-02,-5.391973e-03,5.696668e-03,-0.1866,0.0270,-0.0712
8.09000,0.529397,0.515819,-1.022739,3.731738e-02,-5.357982e-03,5.698658e-03,-0.1866,0.0268,-0.0712
8.09250,0.529072,0.515758,-1.022794,3.730031e-02,-5.337804e-03,5.702056e-03,-0.1865,0.0267,-0.0713
8.09500,0.528747,0.515698,-1.022850,3.727645e-02,-5.331806e-03,5.706984e-03,-0.1864,0.0267,-0.0713
8.09750,0.528422,0.515639,-1.022905,3.724198e-02,-5.340271e-03,5.713025e-03,-0.1862,0.0267,-0.0714
8.10000,0.528097,0.515580,-1.022960,3.719780e-02,-5.364649e-03,5.720851e-03,-0.1860,0.0268,-0.0715
8.10250,0.527772,0.515522,-1.023016,3.714307e-02,-5.406894e-03,5.730674e-03,-0.1857,0.0270,-0.0716
8.10500,0.527447,0.515465,-1.023071,3.708145e-02,-5.466071e-03,5.742415e-03,-0.1854,0.0273,-0.0718
8.10750,0.527122,0.515408,-1.023126,3.701946e-02,-5.541819e-03,5.755758e-03,-0.1851,0.0277,-0.0719
8.11000,0.526798,0.515352,-1.023181,3.695794e-02,-5.633629e-03,5.770297e-03,-0.1848,0.0282,-0.0721
8.11250,0.526473,0.515297,-1.023236,3.689964e-02,-5.743790e-03,5.785574e-03,-0.1845,0.0287,-0.0723
8.11500,0.526148,0.515242,-1.023291,3.683882e-02,-5.874591e-03,5.801514e-03,-0.1842,0.0294,-0.0725
8.11750,0.525824,0.515188,-1.023346,3.677697e-02,-6.019704e-03,5.818159e-03,-0.1839,0.0301,-0.0727
8.12000,0.525499,0.515134,-1.023401,3.670959e-02,-6.176155e-03,5.835375e-03,-0.1835,0.0309,-0.0729
8.12250,0.525174,0.515082,-1.023456,3.663791e-02,-6.348377e-03,5.853718e-03,-0.1832,0.0317,-0.0732
8.12500,0.524850,0.515029,-1.023510,3.656168e-02,-6.532945e-03,5.872663e-03,-0.1828,0.0327,-0.0734
8.12750,0.524525,0.514978,-1.023565,3.648466e-02,-6.727087e-03,5.892769e-03,-0.1824,0.0336,-0.0737
8.13000,0.524201,0.514927,-1.023620,3.640862e-02,-6.931967e-03,5.913100e-03,-0.1820,0.0347,-0.0739
8.13250,0.523876,0.514876,-1.023674,3.633118e-02,-7.143734e-03,5.934006e-03,-0.1817,0.0357,-0.0742
8.13500,0.523552,0.514826,-1.023729,3.625077e-02,-7.365361e-03,5.955275e-03,-0.1813,0.0368,-0.0744
8.13750,0.523228,0.514777,-1.023783,3.617395e-02,-7.589904e-03,5.975626e-03,-0.1809,0.0379,-0.0747
8.14000,0.522903,0.514728,-1.023837,3.610671e-02,-7.814791e-03,5.994626e-03,-0.1805,0.0391,-0.0749
8.14250,0.522579,0.514680,-1.023891,3.605239e-02,-8.034948e-03,6.012041e-03,-0.1803,0.0402,-0.0752
8.14500,0.522255,0.514633,-1.023945,3.601472e-02,-8.248292e-03,6.027118e-03,-0.1801,0.0412,-0.0753
8.14750,0.521931,0.514586,-1.023999,3.599240e-02,-8.457853e-03,6.040572e-03,-0.1800,0.0423,-0.0755
8.15000,0.521606,0.514540,-1.024053,3.598792e-02,-8.659151e-03,6.051782e-03,-0.1799,0.0433,-0.0756
8.15250,0.521282,0.514494,-1.024107,3.600398e-02,-8.850503e-03,6.061375e-03,-0.1800,0.0443,-0.0758
8.15500,0.520958,0.514449,-1.024160,3.603759e-02,-9.031817e-03,6.069209e-03,-0.1802,0.0452,-0.0759
8.15750,0.520634,0.514404,-1.024214,3.609332e-02,-9.194760e-03,6.075471e-03,-0.1805,0.0460,-0.0759
8.16000,0.520310,0.514360,-1.024267,3.617023e-02,-9.342303e-03,6.079616e-03,-0.1809,0.0467,-0.0760
8.16250,0.519986,0.514317,-1.024320,3.626915e-02,-9.468771e-03,6.081435e-03,-0.1813,0.0473,-0.0760
8.16500,0.519662,0.514274,-1.024373,3.638873e-02,-9.571688e-03,6.080320e-03,-0.1819,0.0479,-0.0760
8.16750,0.519338,0.514232,-1.024427,3.652492e-02,-9.649990e-03,6.076708e-03,-0.1826,0.0482,-0.0760
8.17000,0.519014,0.514191,-1.024480,3.667495e-02,-9.707665e-03,6.070648e-03,-0.1834,0.0485,-0.0759
8.17250,0.518690,0.514150,-1.024533,3.683248e-02,-9.748125e-03,6.063059e-03,-0.1842,0.0487,-0.0758
8.17500,0.518366,0.514109,-1.024586,3.699162e-02,-9.779674e-03,6.055016e-03,-0.1850,0.0489,-0.0757
8.17750,0.518043,0.514069,-1.024638,3.714668e-02,-9.797735e-03,6.047690e-03,-0.1857,0.0490,-0.0756
8.18000,0.517719,0.514030,-1.024691,3.729355e-02,-9.801828e-03,6.040774e-03,-0.1865,0.0490,-0.0755
8.18250,0.517395,0.513991,-1.024744,3.742501e-02,-9.794410e-03,6.034001e-03,-0.1871,0.0490,-0.0754
8.18500,0.517072,0.513953,-1.024797,3.754220e-02,-9.775213e-03,6.028005e-03,-0.1877,0.0489,-0.0754
8.18750,0.516748,0.513916,-1.024850,3.764423e-02,-9.744019e-03,6.022255e-03,-0.1882,0.0487,-0.0753
8.19000,0.516425,0.513879,-1.024903,3.773497e-02,-9.699138e-03,6.016765e-03,-0.1887,0.0485,-0.0752
8.19250,0.516102,0.513843,-1.024955,3.781075e-02,-9.641420e-03,6.011136e-03,-0.1891,0.0482,-0.0751
8.19500,0.515779,0.513807,-1.025008,3.787327e-02,-9.579812e-03,6.006570e-03,-0.1894,0.0479,-0.0751
8.19750,0.515455,0.513772,-1.025061,3.792099e-02,-9.514618e-03,6.002716e-03,-0.1896,0.0476,-0.0750
8.20000,0.515132,0.513737,-1.025114,3.794917e-02,-9.449223e-03,6.000221e-03,-0.1897,0.0472,-0.0750
