t,cx,cy,disp_max,disp_rms,det_min,volume,Fx,Fy,p_L2,u_L2
0.17750,0.594242,0.498408,1.053890e-02,6.474108e-03,9.890425e-01,1.255722e-01,1.153884e-02,2.424708e-03,2.353031e-02,3.167308e-02
0.18000,0.594110,0.498372,1.077142e-02,6.621956e-03,9.888563e-01,1.255722e-01,1.148465e-02,2.390835e-03,2.343180e-02,3.184708e-02
0.18250,0.593977,0.498337,1.100555e-02,6.771032e-03,9.886702e-01,1.255722e-01,1.143154e-02,2.357237e-03,2.333631e-02,3.201914e-02
0.18500,0.593843,0.498301,1.124126e-02,6.921329e-03,9.884843e-01,1.255722e-01,1.137945e-02,2.323894e-03,2.324371e-02,3.218931e-02
0.18750,0.593707,0.498265,1.147854e-02,7.072839e-03,9.882985e-01,1.255722e-01,1.132835e-02,2.290794e-03,2.315390e-02,3.235762e-02
0.19000,0.593570,0.498229,1.171737e-02,7.225557e-03,9.881129e-01,1.255722e-01,1.127817e-02,2.257933e-03,2.306676e-02,3.252410e-02
0.19250,0.593433,0.498193,1.195773e-02,7.379474e-03,9.879275e-01,1.255722e-01,1.122888e-02,2.225307e-03,2.298219e-02,3.268881e-02
0.19500,0.593294,0.498156,1.219960e-02,7.534584e-03,9.877422e-01,1.255722e-01,1.118043e-02,2.192903e-03,2.290008e-02,3.285175e-02
0.19750,0.593154,0.498119,1.244296e-02,7.690880e-03,9.875571e-01,1.255722e-01,1.113279e-02,2.160718e-03,2.282035e-02,3.301299e-02
0.20000,0.593013,0.498082,1.268780e-02,7.848355e-03,9.873722e-01,1.255723e-01,1.108592e-02,2.128741e-03,2.274290e-02,3.317254e-02
0.20250,0.592871,0.498045,1.293409e-02,8.007002e-03,9.871874e-01,1.255723e-01,1.103979e-02,2.096964e-03,2.266765e-02,3.333044e-02
0.20500,0.592728,0.498008,1.318182e-02,8.166815e-03,9.870029e-01,1.255723e-01,1.099436e-02,2.065378e-03,2.259452e-02,3.348671e-02
0.20750,0.592583,0.497970,1.343097e-02,8.327788e-03,9.868185e-01,1.255723e-01,1.094961e-02,2.033976e-03,2.252343e-02,3.364140e-02
0.21000,0.592438,0.497932,1.368152e-02,8.489913e-03,9.866344e-01,1.255724e-01,1.090550e-02,2.002760e-03,2.245431e-02,3.379452e-02
0.21250,0.592291,0.497894,1.393345e-02,8.653185e-03,9.864504e-01,1.255724e-01,1.086201e-02,1.971722e-03,2.238708e-02,3.394611e-02
0.21500,0.592144,0.497856,1.418675e-02,8.817596e-03,9.862666e-01,1.255725e-01,1.081913e-02,1.940852e-03,2.232169e-02,3.409620e-02
0.21750,0.591995,0.497818,1.444139e-02,8.983142e-03,9.860830e-01,1.255725e-01,1.077682e-02,1.910139e-03,2.225806e-02,3.424480e-02
0.22000,0.591845,0.497779,1.469736e-02,9.149815e-03,9.858996e-01,1.255726e-01,1.073508e-02,1.879581e-03,2.219615e-02,3.439195e-02
0.22250,0.591695,0.497740,1.495463e-02,9.317609e-03,9.857164e-01,1.255726e-01,1.069387e-02,1.849167e-03,2.213588e-02,3.453768e-02
0.22500,0.591543,0.497702,1.521320e-02,9.486519e-03,9.855333e-01,1.255727e-01,1.065318e-02,1.818887e-03,2.207721e-02,3.468199e-02
